source_plate,destination_plate,source_well,destination_well,volume_nL
color_plate,art_plate,A1,U39,350
color_plate,art_plate,A1,U40,350
color_plate,art_plate,A1,U41,350
color_plate,art_plate,A1,U43,350
color_plate,art_plate,A1,V1,350
color_plate,art_plate,A1,V4,350
color_plate,art_plate,A1,V13,350
color_plate,art_plate,A1,V14,350
color_plate,art_plate,A1,V18,350
color_plate,art_plate,A1,V20,350
color_plate,art_plate,A1,V21,350
color_plate,art_plate,A1,V23,350
color_plate,art_plate,A1,V24,350
color_plate,art_plate,A1,V28,350
color_plate,art_plate,A1,V29,350
color_plate,art_plate,A1,V30,350
color_plate,art_plate,A1,V33,350
color_plate,art_plate,A1,V34,350
color_plate,art_plate,A1,V41,350
color_plate,art_plate,A1,V42,350
color_plate,art_plate,A1,V44,350
color_plate,art_plate,A1,W1,350
color_plate,art_plate,A1,W4,350
color_plate,art_plate,A1,W13,350
color_plate,art_plate,A1,W14,350
color_plate,art_plate,A1,W16,350
color_plate,art_plate,A1,W17,350
color_plate,art_plate,A1,W20,350
color_plate,art_plate,A1,W21,350
color_plate,art_plate,A1,W26,350
color_plate,art_plate,A1,W27,350
color_plate,art_plate,A1,W29,350
color_plate,art_plate,A1,W31,350
color_plate,art_plate,A1,W34,350
color_plate,art_plate,A1,W37,350
color_plate,art_plate,A1,W38,350
color_plate,art_plate,A1,W42,350
color_plate,art_plate,A1,X13,350
color_plate,art_plate,A1,X15,350
color_plate,art_plate,A1,X17,350
color_plate,art_plate,A1,X19,350
color_plate,art_plate,A1,X21,350
color_plate,art_plate,A1,X22,350
color_plate,art_plate,A1,X26,350
color_plate,art_plate,A1,X28,350
color_plate,art_plate,A1,X29,350
color_plate,art_plate,A1,X32,350
color_plate,art_plate,A1,X33,350
color_plate,art_plate,A1,X34,350
color_plate,art_plate,A1,X35,350
color_plate,art_plate,A1,X37,350
color_plate,art_plate,A1,X38,350
color_plate,art_plate,A1,X39,350
color_plate,art_plate,A1,X40,350
color_plate,art_plate,A1,X42,350
color_plate,art_plate,A1,X44,350
color_plate,art_plate,A1,Y13,350
color_plate,art_plate,A1,Y16,350
color_plate,art_plate,A1,Y17,350
color_plate,art_plate,A1,Y19,350
color_plate,art_plate,A1,Y20,350
color_plate,art_plate,A1,Y21,350
color_plate,art_plate,A1,Y26,350
color_plate,art_plate,A1,Y27,350
color_plate,art_plate,A1,Y29,350
color_plate,art_plate,A1,Y31,350
color_plate,art_plate,A1,Y32,350
color_plate,art_plate,A1,Y37,350
color_plate,art_plate,A1,Y42,350
color_plate,art_plate,A1,Z13,350
color_plate,art_plate,A1,Z16,350
color_plate,art_plate,A1,Z17,350
color_plate,art_plate,A1,Z18,350
color_plate,art_plate,A1,Z20,350
color_plate,art_plate,A1,Z23,350
color_plate,art_plate,A1,Z25,350
color_plate,art_plate,A1,Z26,350
color_plate,art_plate,A1,Z27,350
color_plate,art_plate,A1,Z28,350
color_plate,art_plate,A1,Z29,350
color_plate,art_plate,A1,Z30,350
color_plate,art_plate,A1,Z31,350
color_plate,art_plate,A1,Z35,350
color_plate,art_plate,A1,Z37,350
color_plate,art_plate,A1,Z40,350
color_plate,art_plate,A1,Z44,350
color_plate,art_plate,A1,AA1,350
color_plate,art_plate,A1,AA4,350
color_plate,art_plate,A1,AA13,350
color_plate,art_plate,A1,AA14,350
color_plate,art_plate,A1,AA15,350
color_plate,art_plate,A1,AA20,350
color_plate,art_plate,A1,AA22,350
color_plate,art_plate,A1,AA23,350
color_plate,art_plate,A1,AA24,350
color_plate,art_plate,A1,AA25,350
color_plate,art_plate,A1,AA29,350
color_plate,art_plate,A1,AA30,350
color_plate,art_plate,A1,AA31,350
color_plate,art_plate,A1,AA36,350
color_plate,art_plate,A1,AA37,350
color_plate,art_plate,A1,AA38,350
color_plate,art_plate,A1,AA39,350
color_plate,art_plate,A1,AB2,350
color_plate,art_plate,A1,AB5,350
color_plate,art_plate,A1,AB13,350
color_plate,art_plate,A1,AB16,350
color_plate,art_plate,A1,AB17,350
color_plate,art_plate,A1,AB19,350
color_plate,art_plate,A1,AB24,350
